mixCode;loadSize;aggregate1_name;aggregate1_target;aggregate1_actual;aggregate2_name;aggregate2_target;aggregate2_actual;aggregate3_name;aggregate3_target;aggregate3_actual;total_cement_target;total_cement_actual;admixture1_name;admixture1_target;admixture1_actual;admixture2_name;admixture2_target;admixture2_actual;admixture3_name;admixture3_target;admixture3_actual;admixture4_name;admixture4_target;admixture4_actual;total_water_target;total_water_actual;ResistenciaConvertida;water_to_cement_ratio
C-3000-2-28-6-F;11.25;GRAVA;10734.0;10800.0;ARENA;10878.0;10815.0;AG3;0.0;0.0;3207.0;3189.0;PLASTOL HRCMB 100;6.75;6.66;EUCON WR155 CM;17.1;16.86;MAPEPLAST R18A;0.0;0.0;DYNAMON SX;0.0;0.0;1689.0;1647.0;210.0;0.5164628410159925
C-3000-2-28-6-F;37.5;GRAVA;35586.0;35760.0;ARENA;35988.0;35805.0;N/A;0.0;0.0;10500.0;10536.0;PLASTOL HDCMB;14.22;13.95;EUCON RD12;44.22;43.95;MAPEPLAST;0.0;0.0;DYNAMON;0.0;0.0;6093.0;5907.0;210.0;0.5606492027334852
C-3000-2-28-6-F;18.0;GRAVA COMUN;0.0;0.0;GRAVA 1/2;16839.0;16935.0;ARENA;17118.0;17130.0;5220.0;5250.0;PLASTOL HR-CMB;7.92;7.65;EUCON RD12;21.96;21.78;ADMX3;0.0;0.0;ADMX4;0.0;0.0;3015.0;3003.0;210.0;0.572
C-3000-2-28-6-F;12.75;GRAVA DE 3/4;12771.0;12645.0;ARENA;11583.0;11535.0;ARENA CALIZA;0.0;0.0;3507.0;3522.0;EUCON WR155CM;18.36;17.82;PLASTOL HR 100;4.2;3.72;ADMX3;0.0;0.0;ADMX4;0.0;0.0;2256.0;2259.0;210.0;0.641396933560477
C-3000-2-28-6-F;141.0;GRAVA FINA;134181.0;133800.0;GRAVA COMÚN;0.0;0.0;ARENA;134877.0;134505.0;39480.0;39336.0;EUCON RD 12;166.32;162.78;PLASTOL HR-CMB-100;53.58;53.1;MAPEPLAST R 11;0.0;0.0;DYNAMON SX;0.0;0.0;22953.0;22983.0;210.0;0.5842739475289811
C-3000-2-28-6-F;124.5;GRAVA FINA;120141.0;119460.0;GRAVA COMÚN;0.0;0.0;ARENA;123855.0;123180.0;34239.0;34239.0;EUCON WR 155 CM;179.28;173.97;PLASTOL HR-CMB-100;42.33;37.29;MAPEPLAST R 11;0.0;0.0;DYNAMON SX;0.0;0.0;14214.0;11655.0;210.0;0.34040129676684483
C-3000-2-28-6-I;162.0;ARENA;172320.0;172308.0;"GRAVA 1""";0.0;0.0;GRAVA 1/2;147342.0;149088.0;46068.0;46188.0;EUCOESTABILIZADOR;181.51;195.0;PLASTOL HR PLUS;190.79;190.8;ISORETARD;0.0;0.0;PLASTOL 8000;0.0;0.0;16399.8;16212.0;210.0;0.35100025980774224
C-3000-2-28-6-I;690.0;GRAVA DE 3/4;693552.0;693870.0;ARENA;627438.0;627630.0;ARENA CALIZA;0.0;0.0;194988.0;195024.0;EUCON WR155CM;1028.28;1045.26;PLASTOL HR 100;241.32;261.42;ADMX3;0.0;0.0;ADMX4;0.0;0.0;113514.0;112842.0;210.0;0.5786057100664533
C-3000-2-28-6-I;105.0;GRAVA FINA;95316.0;94860.0;GRAVA COMÚN;0.0;0.0;ARENA;106530.0;106740.0;30450.0;30522.0;ESTABILIZADOR;123.9;129.6;PLASTOL;134.4;133.74;ADITIVO 3;0.0;0.0;ADITIVO 4;0.0;0.0;15612.0;15504.0;210.0;0.5079614704147828
C-3000-2-28-6-I;63.0;GRAVA FINA;57834.0;57840.0;GRAVA COMÚN;0.0;0.0;ARENA;61854.0;61890.0;17958.0;17862.0;WR155-CM;91.38;91.8;PLASTOL HR-CMB-100;36.54;37.26;MAPEPLAST R18A;0.0;0.0;DYNAMON SX;0.0;0.0;11040.0;11088.0;210.0;0.6207591535102452
C-3000-2-28-6-I-F;531.0;GRAVA;474273.0;475650.0;ARENA;518616.0;516870.0;;0.0;0.0;148680.0;148851.0;PLASTOL HDCMB;233.64;231.93;EUCON RD12;626.58;622.8;MAPEPLAST R18A;0.0;0.0;DYNAMON;0.0;0.0;85050.0;83043.0;210.0;0.5578934639337324
C-3000-2-28-6-I-F-J;25.0;GRAVA;21819.0;21805.0;ARENA;23617.0;23550.0;ARENA CALIZA;0.0;0.0;8800.0;8836.0;EUCON WR 40;48.8;48.84;PLASTOL HR CM 200;59.8;54.92;AIRTOC D;14.4;0.0;EUCO ESTABILIZADOR 1;0.0;0.0;4970.0;4865.0;210.0;0.5505885015844273
C-3000-2-28-6-I-R;289.5;GRAVA;251820.0;252645.0;ARENA;287343.0;286245.0;ARENA CALIZA;0.0;0.0;89751.0;89631.0;PLASTOL HDCMB;182.1;180.9;EUCON RD12;407.94;404.85;MAPEPLAST;0.0;0.0;DYNAMON;0.0;0.0;40725.0;39969.0;210.0;0.4459283060548248
C-3000-2-28-6-J;883.0;GRAVA;778062.0;782734.0;ARENA;836185.0;835990.0;ARENA CALIZA;0.0;0.0;342324.0;342369.0;EUCON WR 40;1899.65;1883.26;PLASTOL HR CM 200;1839.14;1822.25;AIRTOC D;0.0;0.0;EUCO ESTABILIZADOR 1;0.0;0.0;164714.0;156811.0;210.0;0.45801751910949884
C-3000-2-28-6-L;8310.0;GRAVA DE 3/4;6063316.0;6048200.0;ARENA;9286948.0;9280770.0;ARENA CALIZA;0.0;0.0;2901886.0;2903988.0;EUCON WR155CM;15476.72;15498.7;PLASTOL HR 100;3702.96;3705.66;ADMX3;0.0;0.0;ADMX4;0.0;0.0;1339032.0;1322428.0;210.0;0.4553834244494124
C-3000-2-28-6-L;444.0;GRAVA DE 3/4;327602.0;330950.0;ARENA;523360.0;524300.0;ARENA CALIZA;0.0;0.0;159900.0;159712.0;EUCON WR60;620.52;638.74;PLASTOL 8000;489.96;496.34;ADMX3;0.0;0.0;ADMX4;0.0;0.0;30388.0;26556.0;210.0;0.1662742937287117
C-3000-2-28-6-P;164.99;ARENA;161196.0;161120.0;"GRAVA 1""";0.0;0.0;GRAVA 1/2;149164.0;149130.0;51964.0;51968.0;ADIFLOW H 264;135.16;132.64;ADICONTROL 142;160.32;159.74;3;0.0;0.0;4;0.0;0.0;23422.0;22753.62;210.0;0.43783905480295576
C-3000-2-28-6-P;349.5;GRAVA;316914.0;318600.0;ARENA;341018.0;340090.0;N/A;0.0;0.0;110090.0;110082.0;PLASTOL HDCMB;209.7;204.94;EUCON WR155-CM;454.36;452.06;MAPEPLAST R18A;0.0;0.0;DYNAMON;0.0;0.0;49110.0;48012.0;210.0;0.43614759906251704
C-3000-2-28-6-P-F;153.0;ARENA;148191.0;150960.0;"GRAVA 1""";0.0;0.0;GRAVA 1/2;138405.0;138045.0;48189.0;48324.0;ADIFLOW H 264;125.31;123.06;ADICONTROL 142;148.62;148.14;3;0.0;0.0;4;0.0;0.0;22923.0;22343.55;210.0;0.4623696299975165
C-3000-2-28-6-P-F;36.75;GRAVA;33387.0;33540.0;ARENA;35577.0;35475.0;N/A;0.0;0.0;11577.0;11604.0;PLASTOL HDCMB;22.05;21.42;EUCON WR155-CM;47.76;47.43;MAPEPLAST R18A;0.0;0.0;DYNAMON;0.0;0.0;5379.0;5289.0;210.0;0.4557911065149948
C-3000-2-28-6-R;130.0;GRAVA;119008.0;119640.0;ARENA;129524.0;129220.0;N/A;0.0;0.0;36328.0;36380.0;PLASTOL HDCMB;49.76;49.08;EUCON RD12;168.08;166.6;MAPEPLAST R18A;0.0;0.0;DYNAMON;0.0;0.0;20644.0;20100.0;210.0;0.5525013743815284
C-3000-2-28-6-R;111.0;GRAVA COMUN;23500.0;23500.0;GRAVA 1/2;76752.0;77040.0;ARENA;109652.0;109680.0;33300.0;33328.0;PLASTOL HR-CMB;67.68;66.96;EUCON WR 155CM;139.84;139.4;ADMX3;0.0;0.0;ADMX4;0.0;0.0;15976.0;15908.0;210.0;0.4773163706192991
C-3000-2-28-6-R;48.0;GRAVA FINA;44500.0;44660.0;GRAVA COMÚN;0.0;0.0;ARENA;48152.0;48360.0;13200.0;12996.0;EUCON RD 12;61.44;63.56;PLASTOL HR-CMB-100;15.84;14.72;MAPEPLAST R 11;0.0;0.0;DYNAMON SX;0.0;0.0;6948.0;6968.0;210.0;0.536164973838104
C-3000-2-28-7-L;2.0;GRAVA;1465.0;1420.0;ARENA;2302.0;2290.0;;0.0;0.0;700.0;716.0;EUCON WR155CM;3.72;3.59;PLASTOL HR 100;1.2;1.05;;0.0;0.0;;0.0;0.0;258.0;257.0;210.0;0.35893854748603354
C-3000-2-28-8;263.27;ARENA;277821.0;278820.0;"GRAVA 1""";0.0;0.0;GRAVA 1/2;230094.0;230355.0;76320.0;76428.0;ADIFLOW H 264;228.78;224.73;ADICONTROL 142;320.94;319.86;3;0.0;0.0;4;0.0;0.0;34659.0;33580.89;210.0;0.43937941592086704
C-3000-2-28-8;715.5;ARENA;750069.0;750645.0;"GRAVA 1""";0.0;0.0;GRAVA 1/2;644517.0;639090.0;201348.0;201105.0;EUCOESTABILIZADOR;786.73;816.66;PLASTOL HR PLUS;1152.64;1153.26;ISORETARD;0.0;0.0;PLASTOL 8000;0.0;0.0;92069.19;90000.0;210.0;0.44752741105392707
C-3000-2-28-8;139.5;ARENA MEDIA;149886.0;148860.0;"GRAVA 1""";0.0;0.0;GRAVA 1/2;122076.0;121005.0;39060.0;39123.0;EUCOESTABILIZADOR;128.34;128.16;PLASTOL HR PLUS;230.17;235.71;ISORETARD;0.0;0.0;ISOFLOW;0.0;0.0;16974.18;17019.0;210.0;0.43501265240395676
C-3000-2-28-8;365.4;ARENA MEDIA;395019.0;402210.0;"GRAVA 1""";0.0;0.0;GRAVA 1/2;324234.0;320625.0;105597.0;105462.0;EUCOESTABILIZADOR;345.55;354.96;PLASTOL HR PLUS;627.25;627.21;ISORETARD;0.0;0.0;PLASTOL 8000;0.0;0.0;41050.53;41148.0;210.0;0.3901689708141321
C-3000-2-28-8;72.0;GRAVA;63468.0;62955.0;ARENA;73134.0;72720.0;ARENA CALIZA;0.0;0.0;23328.0;23328.0;EUCON 340;121.32;122.58;PLASTOL;118.89;120.24;ESTABILIZADOR;0.0;0.0;AIRTOC;0.0;0.0;10917.0;10260.0;210.0;0.4398148148148148
C-3000-2-28-8;1651.5;GRAVA;1468512.0;1471365.0;ARENA;1571742.0;1568970.0;ARENA CALIZA;0.0;0.0;607752.0;607284.0;EUCON WR 40;3368.79;3367.53;PLASTOL HR CM 200;3831.48;3835.17;AIRTOC D;0.0;0.0;EUCO ESTABILIZADOR 1;0.0;0.0;313758.0;310437.0;210.0;0.511189163554449
C-3000-2-28-8;752.4;GRAVA;657369.0;658485.0;ARENA;787842.0;786555.0;N/A;0.0;0.0;218196.0;218187.0;PLASTOL HDCMB;443.97;422.91;EUCON RD12;880.2;876.24;MAPEPLAST;0.0;0.0;DYNAMON;0.0;0.0;105444.0;103428.0;210.0;0.47403374169863466
C-3000-2-28-8;96.75;GRAVA;84564.0;85725.0;ARENA;101007.0;100530.0;N/A;0.0;0.0;28062.0;28197.0;PLASTOL HDCMB;85.14;82.44;EUCON WR155-CM;141.21;139.14;MAPEPLAST R18A;0.0;0.0;DYNAMON;0.0;0.0;13833.0;13383.0;210.0;0.4746249601021385
C-3000-2-28-8;252.0;GRAVA COMUN;0.0;0.0;GRAVA 1/2;220311.0;220500.0;ARENA;254133.0;253125.0;75222.0;75195.0;PLASTOL HR-CMB;160.38;158.49;EUCON RD12;310.5;309.51;ADMX3;0.0;0.0;ADMX4;0.0;0.0;41022.0;40878.0;210.0;0.5436265709156194
C-3000-2-28-8;36.0;GRAVA COMUN;0.0;0.0;GRAVA 1/2;30357.0;30555.0;ARENA;38358.0;38205.0;11340.0;11295.0;PLASTOL HR-CMB;33.48;33.12;EUCON WR 155CM;56.16;55.98;ADMX3;0.0;0.0;ADMX4;0.0;0.0;4077.0;4032.0;210.0;0.3569721115537849
C-3000-2-28-8;49.5;GRAVA DE 3/4;42255.0;42705.0;ARENA;50751.0;50670.0;ARENA CALIZA;0.0;0.0;14598.0;14598.0;EUCON WR155CM;77.76;80.91;PLASTOL HR 100;23.76;27.09;ADMX3;0.0;0.0;ADMX4;0.0;0.0;8379.0;8388.0;210.0;0.5745992601726264
C-3000-2-28-8;1343.25;GRAVA FINA;1271313.0;1270440.0;GRAVA COMÚN;0.0;0.0;ARENA;1270503.0;1269405.0;404451.0;404577.0;ESTABILIZADOR;1590.66;1668.06;PLASTOL;2121.48;2130.93;ADITIVO 3;0.0;0.0;ADITIVO 4;0.0;0.0;210195.0;203715.0;210.0;0.5035259048339377
C-3000-2-28-8;744.75;GRAVA FINA;649260.0;648360.0;GRAVA COMÚN;0.0;0.0;ARENA;760410.0;756675.0;215964.0;214551.0;EUCON RD 12;822.42;810.45;PLASTOL HR-CMB-100;439.56;445.68;MAPEPLAST R 11;0.0;0.0;DYNAMON SX;0.0;0.0;125253.0;124587.0;210.0;0.580687109358614
C-3000-2-28-8;2252.25;GRAVA FINA;2067642.0;2066805.0;GRAVA COMÚN;0.0;0.0;ARENA;2231757.0;2232000.0;661554.0;659259.0;EUCON WR 155 CM;1229.4;1338.12;PLASTOL HR-CMB-100;425.16;388.53;MAPEPLAST R 11;1937.25;1887.75;DYNAMON SX;864.0;821.43;335871.0;332847.0;210.0;0.5048804794473796
C-3000-2-28-8;202.5;GRAVA FINA;176994.0;177615.0;GRAVA COMÚN;0.0;0.0;ARENA;208620.0;208080.0;60750.0;60669.0;WR155-CM;236.97;234.63;PLASTOL HR-CMB-100;119.43;117.9;MAPEPLAST R18A;0.0;0.0;DYNAMON SX;0.0;0.0;31743.0;31851.0;210.0;0.5249962913514316
C-3000-2-28-8-CC;84.0;GRAVA COMUN;0.0;0.0;GRAVA 1/2;71958.0;72600.0;ARENA;85701.0;86175.0;25617.0;25656.0;PLASTOL HR-CMB;78.12;77.34;EUCON RD12;103.35;103.02;ADMX3;0.0;0.0;ADMX4;0.0;0.0;13866.0;13794.0;210.0;0.5376520112254444
C-3000-2-28-8-COL;36.0;GRAVA;27351.0;28305.0;ARENA;39186.0;39045.0;AG3;0.0;0.0;11880.0;11943.0;PLASTOL HRCMB 100;36.33;35.25;EUCON WR155 CM;60.15;59.22;MAPEPLAST R18A;0.0;0.0;DYNAMON SX;0.0;0.0;5751.0;5478.0;210.0;0.45867872393870884
C-3000-2-28-8-COL;86.25;GRAVA;66624.0;66870.0;ARENA;95028.0;94695.0;N/A;0.0;0.0;28458.0;28521.0;PLASTOL HDCMB;79.32;79.02;EUCON RD12;119.94;119.34;MAPEPLAST R18A;0.0;0.0;DYNAMON;0.0;0.0;13704.0;13230.0;210.0;0.46386872830545905
C-3000-2-28-8-F;120.0;GRAVA;104412.0;104925.0;ARENA;123390.0;123105.0;N/A;0.0;0.0;34800.0;34800.0;PLASTOL HDCMB;70.8;69.99;EUCON RD12;140.4;139.77;MAPEPLAST R18A;0.0;0.0;DYNAMON;0.0;0.0;19548.0;19113.0;210.0;0.5492241379310345
C-3000-2-28-8-I-R;74.0;GRAVA;64426.0;64520.0;ARENA;73662.0;73540.0;ARENA CALIZA;0.0;0.0;22940.0;22924.0;PLASTOL HDCMB;46.64;46.36;EUCON RD12;104.32;104.12;MAPEPLAST;0.0;0.0;DYNAMON;0.0;0.0;28492.0;9960.0;210.0;0.4344791484906648
C-3000-2-28-8-J;966.75;GRAVA;840373.0;844195.0;ARENA;915222.0;916995.0;ARENA CALIZA;0.0;0.0;359663.0;360356.0;EUCON WR 40;1996.78;1967.69;PLASTOL HR CM 200;2512.84;2478.5;AIRTOC D;3.06;0.0;EUCO ESTABILIZADOR 1;0.0;0.0;192428.0;185659.0;210.0;0.5152099590405044
C-3000-2-28-8-L;1240.5;GRAVA;908382.0;901410.0;ARENA;1422183.0;1421010.0;;0.0;0.0;440304.0;440568.0;EUCON WR155CM;2345.28;2316.15;PLASTOL HR 100;831.87;803.64;;0.0;0.0;;0.0;0.0;160353.0;152481.0;210.0;0.3461009424197854
C-3000-2-28-8-L;42.0;GRAVA FINA;29736.0;29685.0;GRAVA COMÚN;0.0;0.0;ARENA;47130.0;46920.0;14910.0;14958.0;EUCON WR 155 CM;78.12;75.66;PLASTOL HR-CMB-100;34.44;32.64;MAPEPLAST R 11;0.0;0.0;DYNAMON SX;0.0;0.0;6588.0;6432.0;210.0;0.43000401123144805
C-3000-2-28-8-M;5489.24;ARENA;5500098.0;5493690.0;"GRAVA 1""";0.0;0.0;GRAVA 1/2;4751226.0;4741140.0;1784100.0;1785576.0;ADIFLOW H 264;5269.62;5201.34;ADICONTROL 142;5488.26;5463.36;3;0.0;0.0;4;0.0;0.0;776202.0;759646.08;210.0;0.4254347504670747
C-3000-2-28-8-M;225.0;ARENA;255798.0;257070.0;"GRAVA 1""";0.0;0.0;GRAVA 1/2;172368.0;172140.0;69786.0;69996.0;EUCOESTABILIZADOR;274.48;281.76;PLASTOL HR PLUS;355.48;353.34;ISORETARD;0.0;0.0;PLASTOL 8000;0.0;0.0;27241.38;27198.0;210.0;0.3885650608606206
C-3000-2-28-8-M;1711.2;GRAVA;1474944.0;1480410.0;ARENA;1678812.0;1675650.0;;0.0;0.0;556182.0;556344.0;PLASTOL HDCMB;1797.48;1789.32;EUCON RD12;1711.32;1702.68;MAPEPLAST R18A;0.0;0.0;DYNAMON;0.0;0.0;284064.0;276048.0;210.0;0.49618221819593633
C-3000-2-28-8-M;291.0;GRAVA;251136.0;253920.0;ARENA;290742.0;290160.0;N/A;0.0;0.0;94572.0;94806.0;PLASTOL HDCMB;305.52;304.62;EUCON RD12;291.0;289.98;MAPEPLAST R18A;0.0;0.0;DYNAMON;0.0;0.0;42732.0;41184.0;210.0;0.4344028858932979
C-3000-2-28-8-M;1267.5;GRAVA;1097328.0;1103070.0;ARENA;1266564.0;1263930.0;N/A;0.0;0.0;408876.0;408846.0;PLASTOL HDCMB;1356.24;1340.34;EUCON WR155-CM;1482.96;1476.18;MAPEPLAST R18A;0.0;0.0;DYNAMON;0.0;0.0;182520.0;177912.0;210.0;0.4351565136995348
C-3000-2-28-8-M;93.0;"GRAVA 1""";0.0;0.0;"GRAVA 1/2""";79392.0;78660.0;ARENA;95484.0;95400.0;30228.0;30450.0;PLASTOL HR-CMB;105.96;105.6;EUCON WR 155CM;105.96;105.6;ADMX3;0.0;0.0;ADMX4;0.0;0.0;11232.0;11160.0;210.0;0.36650246305418727
C-3000-2-28-8-M;637.5;"GRAVA 1""";0.0;0.0;"GRAVA 1/2""";541512.0;537690.0;ARENA;656958.0;657660.0;207198.0;207462.0;PLASTOL HR-CMB;726.72;723.36;EUCON WR 155CM;726.72;723.66;ADMX3;0.0;0.0;ADMX4;0.0;0.0;77172.0;76716.0;210.0;0.3697833820169477
C-3000-2-28-8-M;6621.0;"GRAVA 1""";0.0;0.0;"GRAVA 1/2""";5597442.0;5549130.0;ARENA;6753072.0;6754860.0;2084202.0;2085210.0;PLASTOL HRCMB 100;6947.64;6927.78;EUCON WR155 CM;7675.08;7646.1;NAMEAD3;0.0;0.0;NAMEAD4;0.0;0.0;935448.0;930330.0;210.0;0.4461565022227977
C-3000-2-28-8-M;1951.5;GRAVA COMUN;0.0;0.0;GRAVA 1/2;1684422.0;1695240.0;ARENA;1921896.0;1926570.0;616692.0;617514.0;PLASTOL HR-CMB;2060.58;2042.88;EUCON RD12;1772.88;1708.5;ADMX3;0.0;0.0;ADMX4;0.0;0.0;316422.0;312432.0;210.0;0.5059512820761959
C-3000-2-28-8-M;7254.0;GRAVA COMUN;0.0;0.0;GRAVA 1/2;6165438.0;6162030.0;ARENA;7437312.0;7433100.0;2357532.0;2360688.0;PLASTOL HR-CMB;8268.24;8230.32;EUCON WR 155CM;8268.24;8223.6;ADMX3;0.0;0.0;ADMX4;0.0;0.0;912468.0;900756.0;210.0;0.3815650352778512
C-3000-2-28-8-M;388.5;GRAVA FINA;300048.0;300450.0;GRAVA COMÚN;0.0;0.0;ARENA;433356.0;433710.0;116556.0;116706.0;ESTABILIZADOR;512.76;502.32;PLASTOL;668.28;661.08;ADITIVO 3;1212.12;0.0;ADITIVO 4;0.0;0.0;56034.0;55410.0;210.0;0.4747827875173513
C-3000-2-28-8-M;81.0;GRAVA FINA;62268.0;62910.0;GRAVA COMÚN;0.0;0.0;ARENA;89904.0;90390.0;24300.0;24096.0;ESTABILIZADOR;106.92;104.22;PLASTOL;139.32;137.82;MAPEPLAST;252.72;0.0;DYNAMON;0.0;0.0;12420.0;11232.0;210.0;0.4661354581673306
C-3000-2-28-8-M;1170.0;GRAVA FINA;1031112.0;1029840.0;GRAVA COMÚN;0.0;0.0;ARENA;1140522.0;1137840.0;356850.0;354318.0;EUCON RD 12;1123.2;1110.72;PLASTOL HR-CMB-100;1123.2;1110.96;MAPEPLAST R 11;0.0;0.0;DYNAMON SX;0.0;0.0;199938.0;198864.0;210.0;0.5612585304726263
C-3000-2-28-8-M;1959.0;GRAVA FINA;1741140.0;1734390.0;GRAVA COMÚN;0.0;0.0;ARENA;1910784.0;1908570.0;606360.0;606486.0;EUCON WR 155 CM;2533.8;2343.66;PLASTOL HR-CMB-100;1798.08;1633.14;MAPEPLAST R 11;42.84;41.16;DYNAMON SX;42.0;41.22;312624.0;289554.0;210.0;0.477428992590101
C-3000-2-28-8-M;222.0;GRAVA FINA;195360.0;195270.0;GRAVA COMÚN;0.0;0.0;ARENA;221994.0;220980.0;67716.0;67500.0;WR155-CM;213.12;210.96;PLASTOL HR-CMB-100;213.12;212.52;MAPEPLAST R18A;0.0;0.0;DYNAMON SX;0.0;0.0;32646.0;32700.0;210.0;0.48444444444444446
C-3000-2-28-8-R;70.5;"GRAVA 1""";0.0;0.0;"GRAVA 1/2""";59712.0;59235.0;ARENA;74097.0;74280.0;22206.0;22209.0;PLASTOL HRCMB 100;67.68;67.47;EUCON WR155 CM;95.88;95.58;ADMX3;0.0;0.0;ADMX4;0.0;0.0;8670.0;8625.0;210.0;0.38835607186275833
C-3000-2-28-8-T;168.0;ARENA;167320.0;167140.0;"GRAVA 1""";0.0;0.0;GRAVA 1/2;146376.0;145400.0;58800.0;58900.0;EUCOESTABILIZADOR;230.16;236.36;PLASTOL HR PLUS;324.24;318.92;ISORETARD;0.0;0.0;PLASTOL 8000;0.0;0.0;23508.96;23468.0;210.0;0.39843803056027166
C-3000-2-28-8-T;372.0;GRAVA;303608.0;304920.0;ARENA;398088.0;397580.0;N/A;0.0;0.0;113460.0;113300.0;PLASTOL HDCMB;327.36;325.44;EUCON RD12;476.16;474.2;MAPEPLAST;0.0;0.0;DYNAMON;0.0;0.0;53092.0;52516.0;210.0;0.46351279788172994
C-3000-2-28-8-T;126.0;GRAVA;103068.0;103500.0;ARENA;134224.0;133820.0;N/A;0.0;0.0;38428.0;38464.0;PLASTOL HDCMB;117.24;115.72;EUCON WR155-CM;194.08;193.36;MAPEPLAST R18A;0.0;0.0;DYNAMON;0.0;0.0;18380.0;18240.0;210.0;0.47420965058236275
C-3000-2-28-8-T;236.0;GRAVA DE 3/4;200172.0;198360.0;ARENA;240584.0;240000.0;ARENA CALIZA;0.0;0.0;73160.0;73088.0;EUCON WR155CM;415.36;426.04;PLASTOL HR 100;125.08;125.16;ADMX3;0.0;0.0;ADMX4;0.0;0.0;39260.0;39364.0;210.0;0.5385836252189142
C-3000-2-28-8-T;250.0;GRAVA FINA;217628.0;217540.0;GRAVA COMÚN;0.0;0.0;ARENA;246820.0;246820.0;88740.0;88692.0;ESTABILIZADOR;372.6;374.28;PLASTOL;487.4;482.92;ADITIVO 3;0.0;0.0;ADITIVO 4;0.0;0.0;36056.0;35432.0;210.0;0.39949488116177334
C-3000-2-28-8-T;24.0;GRAVA FINA;19716.0;19800.0;GRAVA COMÚN;0.0;0.0;ARENA;24840.0;24760.0;7320.0;7296.0;EUCON RD 12;30.72;30.48;PLASTOL HR-CMB-100;21.12;20.52;MAPEPLAST R 11;0.0;0.0;DYNAMON SX;0.0;0.0;4144.0;4148.0;210.0;0.5685307017543859
C-3000-2-28-8-T;268.0;GRAVA FINA;242252.0;242020.0;GRAVA COMÚN;0.0;0.0;ARENA;265888.0;265440.0;81740.0;81700.0;EUCON WR 155 CM;0.0;0.0;PLASTOL HR-CMB-100;0.0;0.0;MAPEPLAST R 11;395.4;389.56;DYNAMON SX;232.0;217.84;40536.0;40188.0;210.0;0.4918971848225214
C-3000-2-28-8-T;54.0;GRAVA FINA;44224.0;44040.0;GRAVA COMÚN;0.0;0.0;ARENA;56868.0;57060.0;16472.0;16408.0;WR155-CM;69.12;68.24;PLASTOL HR-CMB-100;47.52;47.08;MAPEPLAST R18A;0.0;0.0;DYNAMON SX;0.0;0.0;8476.0;8496.0;210.0;0.5177961969770843
C-3000-2-28-8-T-CLG;1643.25;GRAVA FINA;1351758.0;1351170.0;GRAVA COMÚN;0.0;0.0;ARENA;1728822.0;1724430.0;517659.0;514398.0;EUCON RD 12;2185.17;2161.23;PLASTOL HR-CMB-100;1657.41;1650.54;MAPEPLAST R18A;0.0;0.0;DYNAMON SX;0.0;0.0;274125.0;273195.0;210.0;0.5310965439212438
C-3000-2-28-9;968.25;GRAVA;845019.0;845445.0;ARENA;918546.0;917670.0;ARENA CALIZA;0.0;0.0;338886.0;339357.0;EUCON WR 40;1878.42;1879.86;PLASTOL HR CM 200;2711.1;2720.22;AIRTOC D;0.0;0.0;EUCO ESTABILIZADOR 1;0.0;0.0;207771.0;188868.0;210.0;0.5565466455679418
C-3000-2-28-9-M;1456.0;ARENA;1603702.0;1600500.0;"GRAVA 1""";0.0;0.0;GRAVA 1/2;1115184.0;1105860.0;490448.0;491458.0;EUCOESTABILIZADOR;2486.48;2550.8;PLASTOL HR PLUS;2145.29;2152.96;ISORETARD;0.0;0.0;PLASTOL 8000;474.98;480.38;195751.78;195264.0;210.0;0.3973157421386975
C-3000-2-28-9-M;23.5;GRAVA;20342.0;20360.0;ARENA;23442.0;23400.0;---;0.0;0.0;7754.0;7748.0;PLASTOL HDCMB;22.56;22.52;EUCON WR 155;32.2;17.9;MAPEPLAST R 11;0.0;0.0;DYNAMON SX;0.0;0.0;3546.0;3528.0;210.0;0.4553433144037171
C-3000-2-28-9-M;391.8;GRAVA;342064.0;342370.0;ARENA;372490.0;372190.0;ARENA CALIZA;0.0;0.0;137132.0;137358.0;EUCON WR 40;760.08;760.68;PLASTOL HR CM 200;1097.04;1073.32;AIRTOC D;0.0;0.0;EUCO ESTABILIZADOR 1;0.0;0.0;83148.0;77324.0;210.0;0.5629377247775885
C-3000-2-28-9-M;617.0;GRAVA;528906.0;530750.0;ARENA;625806.0;623700.0;ARENA CALIZA;0.0;0.0;191254.0;191270.0;PLASTOL HDCMB;610.76;607.22;EUCON RD12;604.82;601.14;MAPEPLAST;0.0;0.0;DYNAMON;0.0;0.0;93498.0;91392.0;210.0;0.4778166989073038
C-3000-2-28-9-M-CLG;82.0;GRAVA;70164.0;70440.0;ARENA;81148.0;81240.0;N/A;0.0;0.0;25424.0;25448.0;PLASTOL HDCMB;81.16;80.8;EUCON RD12;80.32;79.6;MAPEPLAST R18A;0.0;0.0;DYNAMON;0.0;0.0;14568.0;14104.0;210.0;0.5542282301163156
C-3000-2-28-9-TC;15.0;GRAVA FINA;12232.0;12210.0;GRAVA COMÚN;0.0;0.0;ARENA;14952.0;15040.0;5324.0;5326.0;EUCON WR 155 CM;28.34;28.52;PLASTOL HR-CMB-100;15.76;15.76;MAPEPLAST R 11;0.0;0.0;DYNAMON SX;0.0;0.0;2426.0;2374.0;210.0;0.44573788959819755
