mixCode;loadSize;aggregate1_name;aggregate1_target;aggregate1_actual;aggregate2_name;aggregate2_target;aggregate2_actual;aggregate3_name;aggregate3_target;aggregate3_actual;total_cement_target;total_cement_actual;admixture1_name;admixture1_target;admixture1_actual;admixture2_name;admixture2_target;admixture2_actual;admixture3_name;admixture3_target;admixture3_actual;admixture4_name;admixture4_target;admixture4_actual;total_water_target;total_water_actual;ResistenciaConvertida;water_to_cement_ratio
C-4000-4-28-8-I-TREMIE;111.0;GRAVA 3/4;104131.0;103990.0;ARENA;89107.0;89385.0;---;0.0;0.0;41357.0;41384.0;WR 340;215.1;214.85;PLASTOL CM 200;330.84;331.28;AIRTOC;82.69;0.0;EUCOESTABILIZADOR;0.0;0.0;16637.0;16029.0;280.0;0.3873236033249565
C-4000-4-28-8-J;2447.35;GRAVA;2267703.0;2270930.0;ARENA;2108391.0;2105015.0;ARENA CALIZA;0.0;0.0;974522.0;975413.0;EUCON WR 40;5354.74;5309.35;PLASTOL HR CM 200;6715.76;6665.25;AIRTOC D;0.0;0.0;EUCO ESTABILIZADOR 1;0.0;0.0;481052.0;460014.0;280.0;0.4716094618382162
C-4000-4-28-8-M;28.0;GRAVA;22032.0;21990.0;ARENA;28568.0;28610.0;ARENA CALIZA;0.0;0.0;10784.0;10804.0;EUCON 340;0.0;0.0;PLASTOL;62.4;62.68;ESTABILIZADOR;51.84;0.0;ADMX4;0.0;0.0;4416.0;4302.0;280.0;0.3981858570899667
C-4000-4-28-8-M-(EXT);9.0;GRAVA;7084.0;7080.0;ARENA;9182.0;9150.0;ARENA CALIZA;0.0;0.0;3464.0;3476.0;EUCON 340;0.0;0.0;PLASTOL;20.08;20.14;ESTABILIZADOR;16.66;0.0;ADMX4;0.0;0.0;1420.0;1294.0;280.0;0.3722669735327963
C-4000-4-28-8-R;230.0;GRAVA;222590.0;221475.0;ARENA;198360.0;199325.0;---;0.0;0.0;82800.0;82850.0;EUCON WR 340;414.0;411.95;PLASTOL HR-CM 200;662.4;660.95;---;0.0;0.0;---;0.0;0.0;37210.0;35430.0;280.0;0.42764031382015694
C-4000-4-28-8-R;93.5;GRAVA;84595.0;84275.0;ARENA;88995.0;88900.0;ARENA CALIZA;0.0;0.0;32260.0;32260.0;EUCON 340;167.3;169.95;PLASTOL;164.6;165.8;ESTABILIZADOR;97.2;0.0;ADMX4;0.0;0.0;12945.0;12425.0;280.0;0.38515189088654683
C-4000-4-28-8-R;35.5;GRAVA;31880.0;31950.0;ARENA;32970.0;32950.0;ARENA CALIZA;0.0;0.0;12600.0;12620.0;EUCON 340;65.7;66.15;PLASTOL;64.3;64.7;ESTABILIZADOR;38.0;0.0;AIRTOC;0.0;0.0;5550.0;5415.0;280.0;0.42908082408874804
C-4000-4-28-8-R-TREMIE;54.75;GRAVA;55773.0;55650.0;ARENA;44757.0;44530.0;---;0.0;0.0;19984.0;20005.0;EUCON WR 340;100.19;99.75;PLASTOL HR-CM 200;159.86;159.56;---;0.0;0.0;---;0.0;0.0;8253.0;7930.0;280.0;0.3964008997750562
C-4000-4-28-8-T-CAM;1523.0;GRAVA FINA;0.0;0.0;GRAVA COMÚN;1368900.0;1369324.0;ARENA;1520490.0;1517470.0;472106.0;472652.0;EUCON WR 155 CM;2292.26;2300.72;PLASTOL HR-CMB-100;1796.9;1783.24;MAPEPLAST R 11;0.0;0.0;DYNAMON SX;0.0;0.0;216060.0;214854.0;280.0;0.45457122788013166
C-4000-4-28-8-TREMIE;15519.0;GRAVA;15215788.0;15159865.0;ARENA;13370063.0;13397090.0;---;0.0;0.0;5611578.0;5614973.0;EUCON WR 340;29807.68;29392.3;PLASTOL HR-CM 200;44855.58;43967.98;---;0.0;0.0;---;0.0;0.0;2329838.0;2255477.0;280.0;0.40168973207885417
C-4000-4-28-8-TREMIE;7145.25;GRAVA;6601581.0;6583990.0;ARENA;6361705.0;6363700.0;ARENA CALIZA;0.0;0.0;2604644.0;2601032.0;MAPEPLAST AC12;406.28;406.7;DYNAMON SXA-CO;102.06;101.78;EUCO ESTABILIZADOR 1;17740.94;17509.94;PLASTOL HMR 200;19061.0;18924.78;1177771.0;1159095.0;280.0;0.4456288888410446
C-4000-4-28-8-TREMIE;728.0;GRAVA;676060.0;673645.0;ARENA;657846.0;656040.0;ARENA CALIZA;0.0;0.0;265748.0;265405.0;MAPEPLAST N32;0.0;0.0;DYNAMON SXA-CO;0.0;0.0;EUCO ESTABILIZADOR 1;1419.32;1330.14;PLASTOL HMR 200;2058.0;1938.51;114912.0;114058.0;280.0;0.429750758275089
C-4000-4-28-8-TREMIE;1858.5;GRAVA;1717562.0;1715140.0;ARENA;1670998.0;1663410.0;ARENA CALIZA;0.0;0.0;678370.0;676837.0;MAPEPLAST N32;4641.63;4645.13;MAPETARD SD180;1017.38;1016.26;EUCO ESTABILIZADOR 1;1842.89;1839.25;PLASTOL HMR 200;2520.0;2475.76;306621.0;303135.0;280.0;0.44787001892627026
C-4000-4-28-8-TREMIE;23167.83;GRAVA 3/4;21716555.0;21780570.0;ARENA;21411061.0;21496440.0;---;0.0;0.0;8208879.0;8207878.0;WR 340;44890.3;44327.57;PLASTOL CM 200;65669.38;64937.18;AIRTOC;0.0;0.0;EUCOESTABILIZADOR;294.0;0.0;3150182.0;3034199.0;280.0;0.3696691154522521
C-4000-4-28-8-TREMIE;2077.25;GRAVA 3/4;1980559.0;1994265.0;ARENA;1955247.0;1965180.0;---;0.0;0.0;737457.0;736764.0;WR 340;4050.97;4056.22;PLASTOL CM 200;5899.46;5904.36;EUCOESTABILIZADOR;0.0;0.0;AIRTOC;0.0;0.0;274848.0;264880.0;280.0;0.35951810891954544
C-4000-4-28-9-R;25.0;GRAVA;22470.0;22530.0;ARENA;23753.0;23700.0;ARENA CALIZA;0.0;0.0;8876.0;8865.0;EUCON 340;46.24;46.9;PLASTOL;49.76;49.96;ESTABILIZADOR;26.76;0.0;AIRTOC;0.0;0.0;3353.0;3402.0;280.0;0.383756345177665
C-4000-4-3-4;597.9;ARENA;559074.0;579480.0;"GRAVA 1""";391674.0;406830.0;GRAVA 1/2;169782.0;174810.0;227082.0;237942.0;EUCOESTABILIZADOR;866.95;953.52;PLASTOL HR PLUS;998.51;1055.58;ISORETARD;0.0;0.0;PLASTOL 8000;0.0;0.0;68691.84;68904.0;280.0;0.28958317573190107
C-4000-4-3-4;180.0;GRAVA;174144.0;172800.0;ARENA;153228.0;152070.0;---;0.0;0.0;81894.0;81774.0;EUCON WR 340;368.94;356.76;PLASTOL HR-CM 200;487.74;475.44;---;0.0;0.0;---;0.0;0.0;17184.0;16800.0;280.0;0.2054442732408834
C-4000-4-3-4;66.0;GRAVA 3/4;64584.0;64650.0;ARENA;52620.0;52770.0;---;0.0;0.0;29376.0;29466.0;WR 340;152.4;151.92;PLASTOL CM 200;174.96;87.72;AIRTOC;0.0;0.0;EUCOESTABILIZADOR;0.0;0.0;9648.0;9594.0;280.0;0.32559560171044594
C-4000-4-3-4;66.0;GRAVA FINA;19464.0;19110.0;GRAVA COMÚN;44958.0;44910.0;ARENA;57018.0;57150.0;25746.0;25728.0;ESTABILIZADOR;100.92;104.16;PLASTOL;116.16;119.4;ADITIVO 3;0.0;0.0;ADITIVO 4;0.0;0.0;8640.0;8436.0;280.0;0.3278917910447761
C-4000-4-3-4;27.0;GRAVA FINA;7842.0;8010.0;GRAVA COMÚN;18084.0;18120.0;ARENA;23286.0;23640.0;10260.0;10314.0;ESTABILIZADOR;46.98;45.9;PLASTOL;49.98;49.56;MAPEPLAST R 11;78.84;0.0;DYNAMON SX;0.0;0.0;4248.0;3936.0;280.0;0.3816172193135544
C-4000-4-3-4;237.0;GRAVA FINA;0.0;0.0;GRAVA COMÚN;228204.0;228630.0;ARENA;200724.0;200700.0;95982.0;95622.0;EUCON RD 12;0.0;0.0;PLASTOL HR-CMB-100;0.0;0.0;MAPEPLAST R 11;421.86;417.54;DYNAMON SX;222.0;216.9;36552.0;36276.0;280.0;0.37936876451025914
C-4000-4-3-4-AC045;30.0;GRAVA;28716.0;28725.0;ARENA;25410.0;25395.0;N/A;0.0;0.0;12150.0;12147.0;PLASTOL HDCMB;24.9;24.48;EUCON RD12;51.3;50.76;MAPEPLAST R18A;0.0;0.0;DYNAMON;0.0;0.0;4794.0;4455.0;280.0;0.36675722400592736
C-4000-4-3-4-I;21.2;GRAVA;20144.0;20100.0;ARENA;16920.0;16980.0;ARENA CALIZA;0.0;0.0;10408.0;10380.0;EUCON WR 40;57.84;57.6;PLASTOL HR CM 200;44.48;44.24;AIRTOC D;20.8;0.0;EUCO ESTABILIZADOR 1;0.0;0.0;3920.0;3196.0;280.0;0.30789980732177263
C-4000-4-3-4-I;48.0;GRAVA FINA;14128.0;14200.0;GRAVA COMÚN;32624.0;32680.0;ARENA;42040.0;41880.0;17280.0;17272.0;ESTABILIZADOR;67.68;67.2;PLASTOL;77.76;78.08;ADITIVO 3;0.0;0.0;ADITIVO 4;0.0;0.0;7064.0;6580.0;280.0;0.3809634089856415
C-4000-4-3-6;213.5;ARENA;200816.0;200480.0;"GRAVA 1""";135793.0;134295.0;GRAVA 1/2;58947.0;59115.0;81858.0;82068.0;EUCOESTABILIZADOR;312.17;318.01;PLASTOL HR PLUS;360.81;361.76;ISORETARD;0.0;0.0;PLASTOL 8000;0.0;0.0;27417.74;27349.0;280.0;0.33324803821221427
C-4000-4-3-6;8540.7;GRAVA;7901047.0;7860930.0;ARENA;6987995.0;7016310.0;---;0.0;0.0;3947727.0;3957968.0;EUCON WR 340;20440.7;20336.82;PLASTOL HR-CM 200;27766.69;27370.77;---;0.0;0.0;---;0.0;0.0;1391453.0;1363082.0;280.0;0.3443893432185404
C-4000-4-3-6;544.25;GRAVA;492205.0;494263.0;ARENA;464632.0;491036.0;ARENA CALIZA;0.0;0.0;242193.0;242368.0;EUCON 340;1273.37;1274.56;PLASTOL;1066.66;1011.22;ESTABILIZADOR;0.0;0.0;ADMX4;0.0;0.0;81571.0;76909.0;280.0;0.3173232439926063
C-4000-4-3-6;188.3;GRAVA;168252.0;168315.0;ARENA;160279.0;159565.0;ARENA CALIZA;0.0;0.0;85673.0;85540.0;EUCON 340;446.18;449.33;PLASTOL;376.6;378.98;ESTABILIZADOR;0.0;0.0;AIRTOC;0.0;0.0;29260.0;26670.0;280.0;0.3117839607201309
C-4000-4-3-6;756.0;GRAVA;706790.0;707735.0;ARENA;622587.0;622020.0;ARENA CALIZA;0.0;0.0;353808.0;353745.0;EUCON WR 40;1965.6;1964.13;PLASTOL HR CM 200;1761.41;1763.09;AIRTOC D;0.0;0.0;EUCO ESTABILIZADOR 1;0.0;0.0;147105.0;142429.0;280.0;0.40263183931928365
C-4000-4-3-6;616.0;GRAVA;566888.0;566230.0;ARENA;500234.0;501130.0;ARENA CALIZA;0.0;0.0;286412.0;286377.0;MAPEPLAST AC12;0.0;0.0;DYNAMON SXA-CO;0.0;0.0;EUCO ESTABILIZADOR 1;1444.52;1426.81;PLASTOL HMR 200;1911.0;1798.3;105014.0;98882.0;280.0;0.34528610887047495
C-4000-4-3-6;617.4;GRAVA;569968.0;569590.0;ARENA;507241.0;507465.0;ARENA CALIZA;0.0;0.0;287084.0;286524.0;MAPEPLAST AC12;102.9;51.45;DYNAMON SXA-CO;141.54;3.43;EUCON WR390;1360.24;1359.89;PLASTOL HMR 200;1862.0;1870.19;96432.0;92295.0;280.0;0.32211961301671066
C-4000-4-3-6;295.75;GRAVA;283815.0;284200.0;ARENA;258426.0;257705.0;ARENA CALIZA;0.0;0.0;119798.0;119903.0;PLASTOL HDCMB;0.0;0.0;EUCON WR 155;0.0;0.0;MAPEPLAST;526.47;525.77;DYNAMON;294.0;276.08;38556.0;38031.0;280.0;0.31718138828886683
C-4000-4-3-6;276.5;GRAVA;265146.0;265125.0;ARENA;238175.0;237965.0;N/A;0.0;0.0;114149.0;114128.0;PLASTOL HDCMB;139.23;138.81;EUCON RD12;254.03;253.33;MAPEPLAST R18A;214.13;212.31;DYNAMON;133.0;123.34;39725.0;39053.0;280.0;0.34218596663395484
C-4000-4-3-6;211.75;GRAVA;203504.0;204715.0;ARENA;181496.0;180915.0;N/A;0.0;0.0;90006.0;90202.0;PLASTOL HDCMB;171.64;168.84;EUCON WR155-CM;478.66;476.84;MAPEPLAST R18A;0.0;0.0;DYNAMON;0.0;0.0;30856.0;30030.0;280.0;0.33291944746236224
C-4000-4-3-6;161.0;"GRAVA 1""";147378.0;148085.0;"GRAVA 1/2""";0.0;0.0;ARENA;142758.0;142240.0;66808.0;66661.0;PLASTOL HRCMB 100;140.0;140.0;EUCON WR155 CM;355.74;354.62;NAMEAD3;0.0;0.0;NAMEAD4;0.0;0.0;20762.0;20538.0;280.0;0.30809618817599493
C-4000-4-3-6;5488.7;GRAVA 3/4;5137104.0;5150040.0;ARENA;4585651.0;4598335.0;---;0.0;0.0;2502808.0;2502787.0;WR 340;13581.05;13185.62;PLASTOL CM 200;17542.0;17174.15;AIRTOC;0.0;0.0;EUCOESTABILIZADOR;0.0;0.0;766927.0;745822.0;280.0;0.29799659339768025
C-4000-4-3-6;3601.5;GRAVA 3/4;3410428.0;3416875.0;ARENA;3067526.0;3117065.0;---;0.0;0.0;1648087.0;1646694.0;WR 340;8870.19;8823.43;PLASTOL CM 200;11549.3;11571.28;EUCOESTABILIZADOR;0.0;0.0;AIRTOC;0.0;0.0;501704.0;487676.0;280.0;0.2961545982435109
C-4000-4-3-6;714.0;GRAVA 3/4;667114.0;668605.0;ARENA;605738.0;607845.0;N/A;0.0;0.0;332010.0;331947.0;WR 340;1726.27;1726.34;PLASTOL CM 200;2323.93;2327.57;EUCOESTABILIZADOR;0.0;0.0;AIRTOC;0.0;0.0;111587.0;107401.0;280.0;0.32354863878872236
C-4000-4-3-6;1092.0;GRAVA FINA;316001.0;315140.0;GRAVA COMÚN;730163.0;730240.0;ARENA;923265.0;921445.0;441553.0;441161.0;ESTABILIZADOR;1714.37;1772.4;PLASTOL;1965.53;1918.49;ADITIVO 3;1699.32;8.47;ADITIVO 4;0.0;0.0;169778.0;167363.0;280.0;0.3793694365549085
C-4000-4-3-6;31.5;GRAVA FINA;9114.0;8890.0;GRAVA COMÚN;21063.0;20825.0;ARENA;26593.0;26250.0;12754.0;12824.0;ESTABILIZADOR;49.42;48.02;PLASTOL;56.7;56.35;MAPEPLAST;47.25;8.47;DYNAMON;0.0;0.0;4935.0;4564.0;280.0;0.3558951965065502
C-4000-4-3-6;98.0;GRAVA FINA;28539.0;28210.0;GRAVA COMÚN;65695.0;65940.0;ARENA;83615.0;83125.0;39690.0;39711.0;ESTABILIZADOR;153.86;151.13;PLASTOL;176.4;169.4;MAPEPLAST R 11;147.0;14.42;DYNAMON SX;0.0;0.0;14133.0;13545.0;280.0;0.34108937070333156
C-4000-4-3-6;1314.25;GRAVA FINA;0.0;0.0;GRAVA COMÚN;1259853.0;1281837.2;ARENA;1115415.0;1112475.0;532287.0;528101.0;EUCON RD 12;0.0;0.0;PLASTOL HR-CMB-100;0.0;0.0;MAPEPLAST R 11;2339.33;2212.07;DYNAMON SX;1253.0;1049.37;205975.0;191261.0;280.0;0.3621674641782538
C-4000-4-3-6;1638.0;GRAVA FINA;0.0;0.0;GRAVA COMÚN;1568819.0;1558235.0;ARENA;1412649.0;1409660.0;666491.0;666155.0;EUCON WR 155 CM;0.0;0.0;PLASTOL HR-CMB-100;0.0;0.0;MAPEPLAST R 11;2884.77;2779.7;DYNAMON SX;1603.0;1428.56;232470.0;227598.0;280.0;0.34165922345400096
C-4000-4-3-6-(EXT);10.0;GRAVA;9272.0;9240.0;ARENA;8064.0;8020.0;ARENA CALIZA;0.0;0.0;4752.0;4768.0;EUCON WR 40;26.4;26.42;PLASTOL HR CM 200;28.48;28.6;AIRTOC D;0.0;0.0;EUCO ESTABILIZADOR 1;0.0;0.0;2016.0;1876.0;280.0;0.3934563758389262
C-4000-4-3-6-045-I;22.5;GRAVA FINA;0.0;0.0;GRAVA COMÚN;21666.0;21765.0;ARENA;19380.0;19215.0;9114.0;9111.0;WR155-CM;48.6;47.7;PLASTOL HR-CMB-100;19.14;18.33;MAPEPLAST R18A;0.0;0.0;DYNAMON SX;0.0;0.0;3366.0;3114.0;280.0;0.34178465591043794
C-4000-4-3-6-ASH20;384.45;GRAVA 3/4;361311.0;363360.0;ARENA;241488.0;242705.0;---;0.0;0.0;209522.0;208707.0;WR 340;1153.37;1132.61;PLASTOL CM 200;1360.72;1351.39;AIRTOC;0.0;0.0;EUCOESTABILIZADOR;0.0;0.0;14980.0;12449.0;280.0;0.0596482149616448
C-4000-4-3-6-F;90.0;GRAVA;86376.0;86320.0;ARENA;78516.0;78090.0;ARENA CALIZA;0.0;0.0;36456.0;36440.0;PLASTOL HDCMB;0.0;0.0;EUCON RD12;0.0;0.0;MAPEPLAST;160.2;160.38;DYNAMON;90.0;93.68;11880.0;11752.0;280.0;0.32250274423710207
C-4000-4-3-6-F;14.5;GRAVA FINA;4218.0;4170.0;GRAVA COMÚN;9672.0;9780.0;ARENA;12364.0;12280.0;5872.0;5858.0;ESTABILIZADOR;22.76;22.24;PLASTOL;26.1;25.1;MAPEPLAST R 11;21.76;0.0;DYNAMON SX;0.0;0.0;2154.0;1954.0;280.0;0.33356094230112665
C-4000-4-3-6-F;114.0;GRAVA FINA;0.0;0.0;GRAVA COMÚN;110108.0;110370.0;ARENA;96464.0;96280.0;46172.0;45844.0;EUCON RD 12;0.0;0.0;PLASTOL HR-CMB-100;0.0;0.0;MAPEPLAST R 11;202.92;200.52;DYNAMON SX;108.0;103.64;17328.0;17368.0;280.0;0.3788500130878632
C-4000-4-3-6-FA;163.5;GRAVA;153363.0;153615.0;ARENA;136112.0;135890.0;ARENA CALIZA;0.0;0.0;76518.0;76458.0;EUCON WR 40;385.86;376.06;PLASTOL HR CM 200;381.0;361.04;AIRTOC D;0.0;0.0;EUCO ESTABILIZADOR 1;0.0;0.0;29996.0;27399.0;280.0;0.3583536059012791
C-4000-4-3-6-H;12.0;GRAVA 3/4;11113.0;11180.0;ARENA;9995.0;10085.0;---;0.0;0.0;5459.0;5452.0;WR 340;30.0;29.9;PLASTOL CM 200;38.27;38.37;AIRTOC;0.0;0.0;EUCOESTABILIZADOR;0.0;0.0;517.0;507.0;280.0;0.092993396918562
C-4000-4-3-6-I;5768.0;GRAVA;5600182.0;5585370.0;ARENA;3964401.0;4048170.0;---;0.0;0.0;2709623.0;2715734.0;EUCON WR 340;13891.29;13801.83;PLASTOL HR-CM 200;18999.82;18823.49;---;0.0;0.0;---;0.0;0.0;859754.0;819427.0;280.0;0.3017331594331404
C-4000-4-3-6-I;126.0;GRAVA;116032.0;115115.0;ARENA;104251.0;103355.0;---;0.0;0.0;58590.0;58660.0;EUCON WR 340;293.58;291.97;PLASTOL HR-CM 200;410.83;364.63;AIRTOD;73.15;123.62;---;0.0;0.0;23128.0;23366.0;280.0;0.3983293556085919
C-4000-4-3-6-I;238.0;GRAVA;223244.0;223475.0;ARENA;171934.0;171255.0;ARENA CALIZA;0.0;0.0;113764.0;113603.0;EUCON WR 40;630.7;631.26;PLASTOL HR CM 200;566.44;564.13;AIRTOC D;228.48;0.0;EUCO ESTABILIZADOR 1;0.0;0.0;43456.0;43414.0;280.0;0.38215540082568245
C-4000-4-3-6-I;77.0;GRAVA;70952.0;70735.0;ARENA;58282.0;58030.0;ARENA CALIZA;0.0;0.0;35378.0;35217.0;MAPEPLAST N32;146.72;146.79;MAPETARD SD180;40.6;40.6;EUCO ESTABILIZADOR 1;105.0;104.93;PLASTOL HMR 200;133.0;133.77;13790.0;13804.0;280.0;0.3919697873186246
C-4000-4-3-6-I;70.0;GRAVA;66780.0;66640.0;ARENA;59864.0;59710.0;ARENA CALIZA;0.0;0.0;29400.0;29400.0;PLASTOL HDCMB;0.0;0.0;EUCON WR 155;0.0;0.0;MAPEPLAST;123.9;123.41;DYNAMON;70.0;67.41;9856.0;9177.0;280.0;0.31214285714285717
C-4000-4-3-6-I;108.5;GRAVA;104713.0;104230.0;ARENA;94220.0;93660.0;N/A;0.0;0.0;46123.0;46179.0;PLASTOL HDCMB;87.99;86.45;EUCON WR155-CM;245.21;244.65;MAPEPLAST R18A;0.0;0.0;DYNAMON;0.0;0.0;15246.0;14847.0;280.0;0.3215097771714416
C-4000-4-3-6-I;176.4;GRAVA 3/4;166376.0;165970.0;ARENA;122318.0;122220.0;---;0.0;0.0;91574.0;91637.0;WR 340;473.9;473.13;PLASTOL CM 200;640.22;640.08;AIRTOC;183.4;0.0;EUCOESTABILIZADOR;0.0;0.0;21140.0;19271.0;280.0;0.21029715071423116
C-4000-4-3-6-I;686.0;GRAVA 3/4;646828.0;645925.0;ARENA;513212.0;538475.0;---;0.0;0.0;315420.0;315021.0;WR 340;1669.92;1678.25;PLASTOL CM 200;2208.15;2210.04;EUCOESTABILIZADOR;0.0;0.0;AIRTOC;525.0;0.0;103670.0;100520.0;280.0;0.3190898384552141
C-4000-4-3-6-I;292.25;GRAVA FINA;84833.0;85225.0;GRAVA COMÚN;195965.0;196630.0;ARENA;249690.0;250985.0;116900.0;116669.0;ESTABILIZADOR;458.92;482.65;PLASTOL;526.05;523.18;ADITIVO 3;399.28;0.0;ADITIVO 4;0.0;0.0;42000.0;38794.0;280.0;0.33251334973300534
C-4000-4-3-6-I;52.5;GRAVA FINA;15190.0;15260.0;GRAVA COMÚN;35112.0;34720.0;ARENA;44324.0;44275.0;21000.0;21049.0;ESTABILIZADOR;82.46;81.06;PLASTOL;94.5;92.26;MAPEPLAST R 11;144.34;0.0;DYNAMON SX;0.0;0.0;8218.0;8148.0;280.0;0.3870967741935484
C-4000-4-3-6-I-ASH;64.0;GRAVA 3/4;60530.0;60670.0;ARENA;39350.0;39490.0;---;0.0;0.0;36976.0;36978.0;WR 340;193.98;194.06;PLASTOL CM 200;240.44;240.6;EUCOESTABILIZADOR;0.0;0.0;AIRTOC;74.0;0.0;9106.0;8794.0;280.0;0.23781708042619937
C-4000-4-3-6-I-ASH20;113.3;GRAVA 3/4;106030.0;106775.0;ARENA;71176.0;72040.0;---;0.0;0.0;61747.0;60289.0;WR 340;309.29;309.28;PLASTOL CM 200;401.06;400.43;AIRTOC;0.0;0.0;EUCOESTABILIZADOR;0.0;0.0;5774.0;4020.0;280.0;0.06667883030071821
C-4000-4-3-6-I-ASH20;6.0;GRAVA 3/4;5658.0;5660.0;ARENA;3668.0;3640.0;---;0.0;0.0;3420.0;3421.0;WR 340;18.12;18.1;PLASTOL CM 200;22.26;22.28;EUCOESTABILIZADOR;0.0;0.0;AIRTOC;0.0;0.0;388.0;243.0;280.0;0.0710318620286466
C-4000-4-3-6-I-H;158.04;GRAVA 3/4;148797.0;148770.0;ARENA;118320.0;118185.0;---;0.0;0.0;71898.0;71946.0;WR 340;395.1;396.6;PLASTOL CM 200;504.06;504.66;EUCOESTABILIZADOR;0.0;0.0;AIRTOC;141.0;0.0;8808.0;8082.0;280.0;0.11233425068801602
C-4000-4-3-6-I-P;283.25;GRAVA;296289.0;294910.0;ARENA;173635.0;173670.0;---;0.0;0.0;129870.0;130277.0;EUCON WR 340;572.13;548.98;PLASTOL HR-CM 200;779.24;774.35;---;0.0;0.0;---;0.0;0.0;45974.0;45127.0;280.0;0.3463926863529249
C-4000-4-3-6-I-R;217.5;GRAVA;196926.0;196890.0;ARENA;165660.0;165930.0;ARENA CALIZA;0.0;0.0;96780.0;96888.0;EUCON 340;508.86;463.68;PLASTOL;426.3;371.1;ESTABILIZADOR;279.36;0.0;ADMX4;192.0;0.0;31098.0;23601.0;280.0;0.24359053752786722
C-4000-4-3-6-R-ASH20;50.0;GRAVA 3/4;47324.0;47150.0;ARENA;35860.0;35700.0;---;0.0;0.0;29000.0;29062.0;WR 340;151.0;150.82;PLASTOL CM 200;188.52;188.78;EUCOESTABILIZADOR;58.0;49.82;AIRTOC;0.0;0.0;1116.0;984.0;280.0;0.03385864703048655
C-4000-4-3-8;17.5;GRAVA;15862.0;15785.0;ARENA;15106.0;15085.0;;0.0;0.0;7784.0;7833.0;EUCON 340;40.46;41.23;PLASTOL HMR 200;39.76;40.04;EUCO ESTABILIZADOR 1;0.0;0.0;PLASTOL HMR 200;0.0;0.0;2387.0;1687.0;280.0;0.21537086684539766
C-4000-4-3-8;801.5;GRAVA;788452.0;784350.0;ARENA;599158.0;593145.0;---;0.0;0.0;372736.0;373170.0;EUCON WR 340;1867.88;1860.11;PLASTOL HR-CM 200;2981.58;2977.87;---;0.0;0.0;---;0.0;0.0;137627.0;139048.0;280.0;0.3726130181954605
C-4000-4-3-8;304.5;GRAVA;287049.0;286370.0;ARENA;248073.0;247380.0;ARENA CALIZA;0.0;0.0;141603.0;141526.0;MAPEPLAST N32;0.0;0.0;MAPETARD SD180;0.0;0.0;EUCON WR 340;709.59;660.31;PLASTOL HMR 200;1134.0;964.46;52892.0;52864.0;280.0;0.3735285389257097
C-4000-4-3-8;764.75;GRAVA 3/4;713027.0;712670.0;ARENA;634487.0;634165.0;---;0.0;0.0;351785.0;351806.0;WR 340;1911.35;1909.25;PLASTOL CM 200;2814.28;2798.11;AIRTOC;0.0;0.0;EUCOESTABILIZADOR;0.0;0.0;110859.0;105126.0;280.0;0.29881809861116637
C-4000-4-3-8;856.1;GRAVA 3/4;803768.0;801675.0;ARENA;721378.0;721770.0;---;0.0;0.0;395360.0;395164.0;WR 340;2067.1;1974.91;PLASTOL CM 200;3162.74;3165.82;EUCOESTABILIZADOR;0.0;0.0;AIRTOC;0.0;0.0;129626.0;126896.0;280.0;0.3211223694466095
C-4000-4-3-8-(EXT);70.0;GRAVA;65124.0;64670.0;ARENA;60962.0;60440.0;--;0.0;0.0;32556.0;32588.0;EUCON WR 340;163.16;171.42;PLASTOL HR-CM 200;260.4;204.74;ESTABILISADOR;0.0;0.0;AIRTOC;0.0;0.0;9086.0;9122.0;280.0;0.2799189885847551
C-4000-4-3-8-2R;15.75;GRAVA 3/4;14694.0;14765.0;ARENA;12954.0;12975.0;---;0.0;0.0;7244.0;7255.0;WR 340;38.76;39.12;PLASTOL CM 200;57.96;57.9;AIRTOC;0.0;0.0;EUCOESTABILIZADOR;22.0;0.0;2324.0;2296.0;280.0;0.31647139903514815
C-4000-4-3-8-I;42.0;GRAVA;39072.0;39020.0;ARENA;31016.0;30800.0;---;0.0;0.0;19528.0;19572.0;EUCON WR 340;97.84;97.6;PLASTOL HR-CM 200;156.24;156.08;AIRTOD;39.04;38.88;---;0.0;0.0;6856.0;6888.0;280.0;0.351931330472103
C-4000-4-3-8-I;28.0;GRAVA;25256.0;25280.0;ARENA;21000.0;21000.0;ARENA CALIZA;0.0;0.0;12464.0;12488.0;EUCON 340;62.72;60.56;PLASTOL;60.8;60.04;ESTABILIZADOR;0.0;0.0;ADMX4;24.0;0.0;4504.0;4120.0;280.0;0.3299167200512492
C-4000-4-3-8-I;624.0;GRAVA 3/4;594068.0;594460.0;ARENA;470864.0;470700.0;---;0.0;0.0;285672.0;285360.0;WR 340;1530.48;1530.12;PLASTOL CM 200;2285.52;2296.04;EUCOESTABILIZADOR;0.0;0.0;AIRTOC;560.0;0.0;84268.0;82572.0;280.0;0.2893608074011775
C-4000-4-3-8-I-ASH20;28.0;GRAVA 3/4;26407.0;26445.0;ARENA;17337.0;17515.0;---;0.0;0.0;15959.0;15754.0;WR 340;87.91;87.84;PLASTOL CM 200;119.84;119.7;EUCOESTABILIZADOR;0.0;0.0;AIRTOC;32.0;0.0;1225.0;812.0;280.0;0.05154246540561128
